road_id,vehicle_count,avg_speed,weather,record_date,record_time,day_of_week,congestion_level
8,144,34.0,clear,2026-05-30,16:45:00,Saturday,medium
9,96,34.7,fog,2026-05-30,14:00:00,Saturday,medium
9,251,29.2,rain,2026-05-30,23:00:00,Saturday,medium
9,97,48.6,clear,2026-05-30,06:00:00,Saturday,low
10,321,29.9,clear,2026-05-30,17:00:00,Saturday,medium
10,192,19.7,clear,2026-05-30,09:45:00,Saturday,high
10,238,39.5,clear,2026-05-30,23:45:00,Saturday,medium
1,186,18.4,clear,2026-05-31,12:45:00,Sunday,high
1,362,19.4,storm,2026-05-31,17:15:00,Sunday,high
1,384,49.1,fog,2026-05-31,17:45:00,Sunday,high
2,86,44.4,clear,2026-05-31,00:00:00,Sunday,medium
2,235,39.3,clear,2026-05-31,13:45:00,Sunday,medium
2,254,26.4,storm,2026-05-31,08:15:00,Sunday,medium
3,250,11.7,fog,2026-05-31,21:45:00,Sunday,high
3,253,46.6,clear,2026-05-31,00:15:00,Sunday,medium
3,229,21.4,clear,2026-05-31,14:00:00,Sunday,high
4,301,69.4,clear,2026-05-31,07:15:00,Sunday,medium
4,106,29.7,fog,2026-05-31,07:30:00,Sunday,medium
4,304,15.5,clear,2026-05-31,10:15:00,Sunday,high
5,315,24.2,rain,2026-05-31,16:15:00,Sunday,high
5,267,14.4,storm,2026-05-31,18:15:00,Sunday,high
5,182,15.3,storm,2026-05-31,01:30:00,Sunday,high
6,300,35.3,rain,2026-05-31,10:45:00,Sunday,medium
6,272,24.4,clear,2026-05-31,17:45:00,Sunday,high
6,344,22.9,rain,2026-05-31,22:15:00,Sunday,high
7,330,26.4,rain,2026-05-31,13:15:00,Sunday,medium
7,355,19.6,rain,2026-05-31,20:00:00,Sunday,high
7,169,57.8,clear,2026-05-31,23:15:00,Sunday,low
8,284,45.2,clear,2026-05-31,19:00:00,Sunday,medium
8,298,46.6,rain,2026-05-31,23:15:00,Sunday,medium
8,321,28.2,clear,2026-05-31,09:00:00,Sunday,medium
9,148,22.4,clear,2026-05-31,03:45:00,Sunday,high
9,206,37.6,fog,2026-05-31,12:15:00,Sunday,medium
9,227,41.8,clear,2026-05-31,14:30:00,Sunday,medium
10,274,16.8,clear,2026-05-31,15:45:00,Sunday,high
10,172,43.4,clear,2026-05-31,10:15:00,Sunday,medium
10,170,68.0,clear,2026-05-31,07:15:00,Sunday,low
1,421,24.4,clear,2026-06-01,18:45:00,Monday,high
1,60,22.1,rain,2026-06-01,12:15:00,Monday,high
1,739,13.0,rain,2026-06-01,10:30:00,Monday,high
2,173,28.9,clear,2026-06-01,15:45:00,Monday,medium
2,98,81.3,clear,2026-06-01,04:45:00,Monday,low
2,587,22.5,fog,2026-06-01,20:00:00,Monday,high
3,81,52.1,clear,2026-06-01,21:00:00,Monday,low
3,286,33.5,storm,2026-06-01,07:00:00,Monday,medium
3,114,28.0,clear,2026-06-01,14:30:00,Monday,medium
4,484,14.3,storm,2026-06-01,19:45:00,Monday,high
4,551,21.0,clear,2026-06-01,17:45:00,Monday,high
4,174,19.9,clear,2026-06-01,17:30:00,Monday,high
5,243,32.8,clear,2026-06-01,13:15:00,Monday,medium
5,71,36.4,fog,2026-06-01,07:15:00,Monday,medium
5,274,24.4,clear,2026-06-01,08:45:00,Monday,high
6,542,20.7,storm,2026-06-01,18:15:00,Monday,high
6,52,116.4,clear,2026-06-01,02:00:00,Monday,low
6,303,28.9,storm,2026-06-01,15:00:00,Monday,medium
7,275,17.8,storm,2026-06-01,15:45:00,Monday,high
7,83,158.6,clear,2026-06-01,03:00:00,Monday,low
7,405,20.7,clear,2026-06-01,18:45:00,Monday,high
8,454,17.7,clear,2026-06-01,08:00:00,Monday,high
8,335,10.8,storm,2026-06-01,06:15:00,Monday,high
8,373,31.4,fog,2026-06-01,09:15:00,Monday,high
9,253,23.9,rain,2026-06-01,12:30:00,Monday,high
9,178,28.9,fog,2026-06-01,22:00:00,Monday,medium
9,83,76.8,clear,2026-06-01,03:45:00,Monday,low
10,454,20.9,clear,2026-06-01,19:45:00,Monday,high
10,91,62.5,clear,2026-06-01,14:45:00,Monday,low
10,181,24.3,storm,2026-06-01,13:15:00,Monday,high
1,348,17.6,clear,2026-06-02,19:30:00,Tuesday,high
1,104,59.3,storm,2026-06-02,04:45:00,Tuesday,low
1,184,40.8,clear,2026-06-02,12:30:00,Tuesday,medium
2,363,17.2,clear,2026-06-02,09:45:00,Tuesday,high
2,60,80.0,rain,2026-06-02,02:15:00,Tuesday,low
2,244,48.1,clear,2026-06-02,13:00:00,Tuesday,medium
3,677,14.6,rain,2026-06-02,19:30:00,Tuesday,high
3,35,94.0,fog,2026-06-02,02:15:00,Tuesday,low
3,63,133.2,clear,2026-06-02,05:15:00,Tuesday,low
4,96,89.3,rain,2026-06-02,02:15:00,Tuesday,low
4,108,83.5,clear,2026-06-02,02:30:00,Tuesday,low
4,308,33.1,rain,2026-06-02,15:15:00,Tuesday,medium
5,92,56.4,fog,2026-06-02,12:30:00,Tuesday,low
5,318,13.0,rain,2026-06-02,14:30:00,Tuesday,high
5,234,33.1,clear,2026-06-02,19:15:00,Tuesday,medium
6,206,50.9,clear,2026-06-02,06:45:00,Tuesday,medium
6,437,9.6,storm,2026-06-02,10:30:00,Tuesday,high
6,202,27.8,clear,2026-06-02,18:15:00,Tuesday,medium
7,216,36.7,clear,2026-06-02,12:30:00,Tuesday,medium
7,508,13.3,storm,2026-06-02,17:15:00,Tuesday,high
7,289,43.4,storm,2026-06-02,23:45:00,Tuesday,medium
8,230,24.4,rain,2026-06-02,22:00:00,Tuesday,high
8,256,12.0,clear,2026-06-02,09:15:00,Tuesday,high
8,347,28.0,rain,2026-06-02,12:00:00,Tuesday,medium
9,333,47.2,fog,2026-06-02,12:45:00,Tuesday,medium
9,190,22.6,clear,2026-06-02,22:00:00,Tuesday,high
9,169,21.4,storm,2026-06-02,11:15:00,Tuesday,high
10,484,18.6,clear,2026-06-02,20:45:00,Tuesday,high
10,78,149.0,clear,2026-06-02,00:00:00,Tuesday,low
10,372,17.7,rain,2026-06-02,17:15:00,Tuesday,high
1,248,39.8,clear,2026-06-03,21:15:00,Wednesday,medium
1,572,29.5,clear,2026-06-03,09:45:00,Wednesday,high
1,48,143.8,clear,2026-06-03,04:30:00,Wednesday,low
2,116,41.9,clear,2026-06-03,16:45:00,Wednesday,medium
2,196,41.5,clear,2026-06-03,22:45:00,Wednesday,medium
2,230,25.9,clear,2026-06-03,22:00:00,Wednesday,medium
3,253,33.9,storm,2026-06-03,21:15:00,Wednesday,medium
3,48,114.9,fog,2026-06-03,05:30:00,Wednesday,low
3,139,30.1,clear,2026-06-03,12:15:00,Wednesday,medium
4,72,59.8,rain,2026-06-03,00:15:00,Wednesday,low
4,163,58.4,clear,2026-06-03,22:15:00,Wednesday,low
4,80,124.6,fog,2026-06-03,02:00:00,Wednesday,low
5,146,27.8,clear,2026-06-03,14:00:00,Wednesday,medium
5,268,23.9,fog,2026-06-03,20:30:00,Wednesday,high
5,90,65.7,clear,2026-06-03,03:30:00,Wednesday,low
6,104,30.4,fog,2026-06-03,21:30:00,Wednesday,medium
6,333,23.6,clear,2026-06-03,10:00:00,Wednesday,high
6,118,50.4,fog,2026-06-03,22:15:00,Wednesday,low
7,597,19.9,rain,2026-06-03,18:45:00,Wednesday,high
7,204,48.6,fog,2026-06-03,22:15:00,Wednesday,medium
7,51,42.2,rain,2026-06-03,05:30:00,Wednesday,medium
8,79,127.8,clear,2026-06-03,00:45:00,Wednesday,low
8,434,10.2,rain,2026-06-03,17:45:00,Wednesday,high
8,193,41.5,clear,2026-06-03,14:45:00,Wednesday,medium
9,168,54.7,clear,2026-06-03,07:30:00,Wednesday,low
9,70,48.9,fog,2026-06-03,05:45:00,Wednesday,low
9,516,26.8,fog,2026-06-03,17:00:00,Wednesday,high
10,196,30.7,storm,2026-06-03,11:00:00,Wednesday,medium
10,319,16.0,storm,2026-06-03,13:00:00,Wednesday,high
10,477,22.8,rain,2026-06-03,09:00:00,Wednesday,high
1,74,78.2,clear,2026-06-04,02:45:00,Thursday,low
1,183,22.8,storm,2026-06-04,23:30:00,Thursday,high
1,444,10.0,clear,2026-06-04,19:15:00,Thursday,high
2,331,27.3,fog,2026-06-04,18:30:00,Thursday,medium
2,94,13.5,clear,2026-06-04,10:30:00,Thursday,high
2,282,35.1,clear,2026-06-04,16:00:00,Thursday,medium
3,147,102.2,storm,2026-06-04,01:30:00,Thursday,low
3,224,34.4,storm,2026-06-04,07:15:00,Thursday,medium
3,326,38.0,rain,2026-06-04,21:45:00,Thursday,medium
4,276,16.1,rain,2026-06-04,20:45:00,Thursday,high
4,71,53.8,fog,2026-06-04,02:45:00,Thursday,low
4,249,29.1,rain,2026-06-04,11:45:00,Thursday,medium
5,369,26.5,storm,2026-06-04,23:00:00,Thursday,high
5,197,28.4,clear,2026-06-04,22:30:00,Thursday,medium
5,233,44.6,rain,2026-06-04,13:15:00,Thursday,medium
6,486,11.5,fog,2026-06-04,10:15:00,Thursday,high
6,265,52.3,clear,2026-06-04,21:00:00,Thursday,medium
6,211,37.0,clear,2026-06-04,14:00:00,Thursday,medium
7,289,41.1,rain,2026-06-04,14:00:00,Thursday,medium
7,106,56.4,clear,2026-06-04,04:30:00,Thursday,low
7,102,121.9,clear,2026-06-04,02:30:00,Thursday,low
8,278,23.1,clear,2026-06-04,20:15:00,Thursday,high
8,178,17.5,rain,2026-06-04,22:15:00,Thursday,high
8,140,85.0,rain,2026-06-04,00:15:00,Thursday,low
9,234,40.6,clear,2026-06-04,16:45:00,Thursday,medium
9,109,77.5,storm,2026-06-04,03:45:00,Thursday,low
9,265,24.8,storm,2026-06-04,12:00:00,Thursday,high
10,98,54.8,clear,2026-06-04,11:30:00,Thursday,low
10,68,99.3,clear,2026-06-04,04:15:00,Thursday,low
10,434,16.7,rain,2026-06-04,20:15:00,Thursday,high
1,184,22.4,rain,2026-06-05,23:15:00,Friday,high
1,199,44.7,clear,2026-06-05,06:00:00,Friday,medium
1,230,37.6,clear,2026-06-05,23:45:00,Friday,medium
2,60,82.1,clear,2026-06-05,04:15:00,Friday,low
2,824,15.7,storm,2026-06-05,19:30:00,Friday,high
2,299,17.6,fog,2026-06-05,09:15:00,Friday,high
3,421,34.7,storm,2026-06-05,12:30:00,Friday,high
3,327,35.1,rain,2026-06-05,07:45:00,Friday,medium
3,374,19.4,fog,2026-06-05,19:00:00,Friday,high
4,93,55.0,clear,2026-06-05,11:30:00,Friday,low
4,138,21.4,fog,2026-06-05,13:30:00,Friday,high
4,89,109.6,fog,2026-06-05,02:00:00,Friday,low
5,53,70.2,rain,2026-06-05,01:00:00,Friday,low
5,241,25.2,rain,2026-06-05,16:45:00,Friday,medium
5,402,21.2,clear,2026-06-05,17:15:00,Friday,high
6,143,54.1,fog,2026-06-05,06:15:00,Friday,low
6,298,10.8,clear,2026-06-05,20:00:00,Friday,high
6,234,46.6,clear,2026-06-05,07:00:00,Friday,medium
7,135,24.8,clear,2026-06-05,14:00:00,Friday,high
7,62,55.0,clear,2026-06-05,05:00:00,Friday,low
7,30,92.4,clear,2026-06-05,05:45:00,Friday,low
8,110,54.4,clear,2026-06-05,23:30:00,Friday,low
8,295,25.5,clear,2026-06-05,08:00:00,Friday,medium
8,161,24.7,clear,2026-06-05,16:00:00,Friday,high
9,89,70.9,rain,2026-06-05,02:45:00,Friday,low
9,473,28.6,clear,2026-06-05,18:15:00,Friday,high
9,359,19.6,clear,2026-06-05,18:00:00,Friday,high
10,48,105.2,clear,2026-06-05,00:15:00,Friday,low
10,21,78.3,clear,2026-06-05,04:15:00,Friday,low
10,152,51.2,clear,2026-06-05,23:45:00,Friday,low
1,215,26.1,clear,2026-06-06,23:30:00,Saturday,medium
1,192,54.2,clear,2026-06-06,03:00:00,Saturday,low
1,266,23.2,clear,2026-06-06,01:45:00,Saturday,high
2,172,39.5,clear,2026-06-06,09:30:00,Saturday,medium
2,201,20.8,fog,2026-06-06,06:30:00,Saturday,high
2,121,32.4,clear,2026-06-06,07:45:00,Saturday,medium
3,241,40.5,clear,2026-06-06,06:15:00,Saturday,medium
3,343,13.7,storm,2026-06-06,07:30:00,Saturday,high
3,153,38.4,storm,2026-06-06,10:00:00,Saturday,medium
4,136,38.4,clear,2026-06-06,09:00:00,Saturday,medium
4,225,26.8,clear,2026-06-06,15:00:00,Saturday,medium
4,325,22.8,storm,2026-06-06,07:45:00,Saturday,high
5,206,43.6,fog,2026-06-06,23:00:00,Saturday,medium
5,158,26.7,fog,2026-06-06,12:00:00,Saturday,medium
5,176,50.4,clear,2026-06-06,04:15:00,Saturday,low
6,179,32.7,clear,2026-06-06,12:30:00,Saturday,medium
6,201,43.6,fog,2026-06-06,06:15:00,Saturday,medium
6,153,37.1,clear,2026-06-06,14:45:00,Saturday,medium
7,65,45.4,clear,2026-06-06,06:45:00,Saturday,low
7,208,41.2,storm,2026-06-06,02:15:00,Saturday,medium
7,269,23.7,clear,2026-06-06,19:00:00,Saturday,high
8,164,42.3,clear,2026-06-06,02:15:00,Saturday,medium
8,239,42.4,clear,2026-06-06,09:30:00,Saturday,medium
8,97,34.7,clear,2026-06-06,14:15:00,Saturday,medium
9,276,47.9,clear,2026-06-06,04:00:00,Saturday,medium
9,205,29.6,clear,2026-06-06,07:15:00,Saturday,medium
9,84,20.2,fog,2026-06-06,20:00:00,Saturday,high
10,207,56.4,clear,2026-06-06,02:00:00,Saturday,medium
10,282,59.9,clear,2026-06-06,04:00:00,Saturday,medium
10,92,47.9,fog,2026-06-06,01:15:00,Saturday,low
1,300,18.3,rain,2026-06-07,15:00:00,Sunday,high
1,156,64.4,clear,2026-06-07,06:15:00,Sunday,low
1,227,37.1,storm,2026-06-07,01:15:00,Sunday,medium
2,299,35.5,clear,2026-06-07,17:45:00,Sunday,medium
2,427,16.6,storm,2026-06-07,13:15:00,Sunday,high
2,348,15.9,rain,2026-06-07,20:00:00,Sunday,high
3,312,25.1,clear,2026-06-07,17:45:00,Sunday,medium
3,337,32.8,clear,2026-06-07,12:30:00,Sunday,medium
3,204,27.4,clear,2026-06-07,00:30:00,Sunday,medium
4,326,38.7,clear,2026-06-07,11:15:00,Sunday,medium
4,28,24.4,clear,2026-06-07,08:00:00,Sunday,high
4,280,41.8,clear,2026-06-07,12:30:00,Sunday,medium
5,271,43.3,fog,2026-06-07,23:30:00,Sunday,medium
5,374,25.2,fog,2026-06-07,18:15:00,Sunday,high
5,200,31.0,clear,2026-06-07,15:30:00,Sunday,medium
6,177,39.9,clear,2026-06-07,07:15:00,Sunday,medium
6,207,35.6,clear,2026-06-07,19:15:00,Sunday,medium
6,236,55.0,clear,2026-06-07,10:00:00,Sunday,medium
7,277,16.6,fog,2026-06-07,04:00:00,Sunday,high
7,287,35.4,fog,2026-06-07,11:45:00,Sunday,medium
7,393,23.8,storm,2026-06-07,04:15:00,Sunday,high
8,207,19.3,clear,2026-06-07,15:30:00,Sunday,high
8,161,16.2,clear,2026-06-07,19:30:00,Sunday,high
8,306,18.8,storm,2026-06-07,12:30:00,Sunday,high
9,331,25.9,storm,2026-06-07,23:00:00,Sunday,medium
9,93,18.3,clear,2026-06-07,18:00:00,Sunday,high
9,92,15.8,storm,2026-06-07,19:15:00,Sunday,high
10,320,32.3,storm,2026-06-07,04:30:00,Sunday,medium
10,279,26.1,storm,2026-06-07,10:15:00,Sunday,medium
10,309,29.0,rain,2026-06-07,22:30:00,Sunday,medium
1,178,45.7,clear,2026-06-08,22:00:00,Monday,low
1,68,79.9,rain,2026-06-08,00:00:00,Monday,low
1,123,57.9,rain,2026-06-08,05:45:00,Monday,low
2,278,17.6,rain,2026-06-08,12:00:00,Monday,high
2,77,46.5,clear,2026-06-08,21:15:00,Monday,low
2,47,167.1,clear,2026-06-08,01:30:00,Monday,low
3,82,88.5,clear,2026-06-08,02:30:00,Monday,low
3,44,77.0,clear,2026-06-08,02:00:00,Monday,low
3,299,26.8,rain,2026-06-08,15:00:00,Monday,medium
4,212,44.8,clear,2026-06-08,13:15:00,Monday,medium
4,71,22.1,storm,2026-06-08,06:45:00,Monday,high
4,479,17.4,storm,2026-06-08,17:30:00,Monday,high
5,45,89.3,fog,2026-06-08,01:45:00,Monday,low
5,53,111.0,clear,2026-06-08,01:30:00,Monday,low
5,213,44.7,clear,2026-06-08,21:45:00,Monday,medium
6,301,20.5,clear,2026-06-08,20:30:00,Monday,high
6,304,24.4,rain,2026-06-08,12:45:00,Monday,high
6,278,24.3,clear,2026-06-08,20:45:00,Monday,high
7,69,133.4,clear,2026-06-08,05:45:00,Monday,low
7,272,47.6,fog,2026-06-08,07:30:00,Monday,medium
7,126,21.0,clear,2026-06-08,21:00:00,Monday,high
8,235,44.4,fog,2026-06-08,13:15:00,Monday,medium
8,125,14.0,fog,2026-06-08,16:45:00,Monday,high
8,453,18.4,rain,2026-06-08,18:15:00,Monday,high
9,114,33.7,fog,2026-06-08,22:00:00,Monday,medium
9,484,17.9,clear,2026-06-08,18:15:00,Monday,high
9,89,122.4,clear,2026-06-08,05:15:00,Monday,low
10,264,39.7,clear,2026-06-08,21:45:00,Monday,medium
10,585,12.9,clear,2026-06-08,19:30:00,Monday,high
10,60,62.0,rain,2026-06-08,02:00:00,Monday,low
1,398,11.8,clear,2026-06-09,08:45:00,Tuesday,high
1,150,43.5,clear,2026-06-09,16:45:00,Tuesday,medium
1,308,18.9,clear,2026-06-09,18:00:00,Tuesday,high
2,482,20.5,rain,2026-06-09,09:30:00,Tuesday,high
2,417,25.4,clear,2026-06-09,18:45:00,Tuesday,high
2,164,27.5,clear,2026-06-09,19:45:00,Tuesday,medium
3,176,13.0,clear,2026-06-09,22:15:00,Tuesday,high
3,200,30.7,clear,2026-06-09,11:00:00,Tuesday,medium
3,324,3.7,storm,2026-06-09,08:45:00,Tuesday,high
4,244,37.9,clear,2026-06-09,07:15:00,Tuesday,medium
4,294,17.4,storm,2026-06-09,10:30:00,Tuesday,high
4,232,33.6,clear,2026-06-09,06:45:00,Tuesday,medium
5,144,39.3,clear,2026-06-09,15:30:00,Tuesday,medium
5,387,12.8,clear,2026-06-09,09:45:00,Tuesday,high
5,439,30.6,clear,2026-06-09,18:00:00,Tuesday,high
6,20,118.1,clear,2026-06-09,01:15:00,Tuesday,low
6,134,49.9,clear,2026-06-09,22:15:00,Tuesday,low
6,331,30.2,storm,2026-06-09,12:00:00,Tuesday,medium
7,491,18.3,clear,2026-06-09,19:45:00,Tuesday,high
7,491,30.9,clear,2026-06-09,17:30:00,Tuesday,high
7,198,40.7,clear,2026-06-09,23:00:00,Tuesday,medium
8,251,12.8,clear,2026-06-09,18:15:00,Tuesday,high
8,567,21.3,fog,2026-06-09,08:45:00,Tuesday,high
8,355,22.0,rain,2026-06-09,21:00:00,Tuesday,high
9,356,30.8,clear,2026-06-09,19:00:00,Tuesday,high
9,763,9.2,rain,2026-06-09,09:30:00,Tuesday,high
9,91,43.7,clear,2026-06-09,14:30:00,Tuesday,medium
10,474,24.3,fog,2026-06-09,19:45:00,Tuesday,high
10,130,26.9,fog,2026-06-09,21:30:00,Tuesday,medium
10,965,19.3,rain,2026-06-09,09:00:00,Tuesday,high
1,346,29.4,clear,2026-06-10,20:30:00,Wednesday,medium
1,480,28.3,clear,2026-06-10,20:30:00,Wednesday,high
1,92,82.1,storm,2026-06-10,01:45:00,Wednesday,low
2,70,131.2,clear,2026-06-10,00:45:00,Wednesday,low
2,159,24.9,fog,2026-06-10,12:00:00,Wednesday,high
2,222,15.9,storm,2026-06-10,06:30:00,Wednesday,high
3,414,17.1,storm,2026-06-10,20:45:00,Wednesday,high
3,82,109.0,clear,2026-06-10,05:15:00,Wednesday,low
3,701,10.6,storm,2026-06-10,08:15:00,Wednesday,high
4,178,29.7,clear,2026-06-10,07:30:00,Wednesday,medium
4,244,16.6,clear,2026-06-10,10:30:00,Wednesday,high
4,93,70.4,clear,2026-06-10,03:45:00,Wednesday,low
5,656,11.1,rain,2026-06-10,19:00:00,Wednesday,high
5,174,43.8,fog,2026-06-10,21:45:00,Wednesday,medium
5,33,174.0,clear,2026-06-10,04:15:00,Wednesday,low
6,204,34.2,clear,2026-06-10,14:15:00,Wednesday,medium
6,61,86.3,clear,2026-06-10,02:45:00,Wednesday,low
6,281,21.2,clear,2026-06-10,20:00:00,Wednesday,high
7,113,35.1,rain,2026-06-10,05:15:00,Wednesday,medium
7,68,81.2,storm,2026-06-10,04:45:00,Wednesday,low
7,218,41.9,clear,2026-06-10,15:45:00,Wednesday,medium
8,183,25.2,clear,2026-06-10,11:00:00,Wednesday,medium
8,98,56.2,storm,2026-06-10,00:00:00,Wednesday,low
8,236,48.5,clear,2026-06-10,11:30:00,Wednesday,medium
9,405,15.5,clear,2026-06-10,09:15:00,Wednesday,high
9,300,13.6,storm,2026-06-10,09:45:00,Wednesday,high
9,249,39.7,clear,2026-06-10,13:15:00,Wednesday,medium
10,311,29.3,rain,2026-06-10,06:15:00,Wednesday,medium
10,140,74.9,storm,2026-06-10,04:15:00,Wednesday,low
10,95,66.6,storm,2026-06-10,03:30:00,Wednesday,low
1,244,14.4,fog,2026-06-11,20:30:00,Thursday,high
1,106,65.7,storm,2026-06-11,01:00:00,Thursday,low
1,69,89.9,rain,2026-06-11,03:45:00,Thursday,low
2,151,24.1,clear,2026-06-11,15:15:00,Thursday,high
2,668,17.4,storm,2026-06-11,09:45:00,Thursday,high
2,542,12.5,rain,2026-06-11,19:15:00,Thursday,high
3,201,43.7,clear,2026-06-11,23:00:00,Thursday,medium
3,259,11.9,clear,2026-06-11,06:15:00,Thursday,high
3,220,52.8,clear,2026-06-11,11:45:00,Thursday,medium
4,180,41.9,clear,2026-06-11,06:45:00,Thursday,medium
4,65,85.1,fog,2026-06-11,02:00:00,Thursday,low
4,88,25.6,storm,2026-06-11,02:00:00,Thursday,medium
5,644,14.0,rain,2026-06-11,20:15:00,Thursday,high
5,227,17.5,clear,2026-06-11,14:00:00,Thursday,high
5,398,20.8,storm,2026-06-11,09:30:00,Thursday,high
6,93,64.5,clear,2026-06-11,03:00:00,Thursday,low
6,119,54.0,clear,2026-06-11,05:30:00,Thursday,low
6,390,16.5,clear,2026-06-11,08:00:00,Thursday,high
7,240,37.0,rain,2026-06-11,12:45:00,Thursday,medium
7,290,25.2,storm,2026-06-11,15:45:00,Thursday,medium
7,113,140.0,clear,2026-06-11,04:00:00,Thursday,low
8,100,26.6,clear,2026-06-11,15:45:00,Thursday,medium
8,701,9.6,storm,2026-06-11,19:00:00,Thursday,high
8,127,85.8,rain,2026-06-11,04:45:00,Thursday,low
9,69,96.1,clear,2026-06-11,01:00:00,Thursday,low
9,323,21.2,storm,2026-06-11,21:15:00,Thursday,high
9,218,23.1,rain,2026-06-11,22:00:00,Thursday,high
10,220,27.0,clear,2026-06-11,11:45:00,Thursday,medium
10,316,17.3,clear,2026-06-11,19:00:00,Thursday,high
10,242,46.3,clear,2026-06-11,15:45:00,Thursday,medium
1,220,42.7,clear,2026-06-12,07:30:00,Friday,medium
1,531,12.7,rain,2026-06-12,20:45:00,Friday,high
1,220,29.8,clear,2026-06-12,14:45:00,Friday,medium
2,91,63.2,storm,2026-06-12,03:45:00,Friday,low
2,73,33.2,fog,2026-06-12,13:00:00,Friday,medium
2,198,16.7,fog,2026-06-12,19:30:00,Friday,high
3,230,20.3,clear,2026-06-12,14:30:00,Friday,high
3,188,23.9,fog,2026-06-12,14:30:00,Friday,high
3,215,29.7,storm,2026-06-12,22:30:00,Friday,medium
4,118,59.0,clear,2026-06-12,21:15:00,Friday,low
4,785,19.9,storm,2026-06-12,09:30:00,Friday,high
4,247,19.8,storm,2026-06-12,15:15:00,Friday,high
5,530,28.1,clear,2026-06-12,08:15:00,Friday,high
5,174,34.4,clear,2026-06-12,06:45:00,Friday,medium
5,310,18.8,storm,2026-06-12,13:00:00,Friday,high
6,167,23.2,storm,2026-06-12,14:45:00,Friday,high
6,173,24.8,fog,2026-06-12,15:00:00,Friday,high
6,205,14.2,fog,2026-06-12,13:45:00,Friday,high
7,267,24.9,storm,2026-06-12,22:15:00,Friday,high
7,225,31.5,fog,2026-06-12,21:30:00,Friday,medium
7,271,23.3,clear,2026-06-12,19:15:00,Friday,high
8,465,26.2,clear,2026-06-12,09:45:00,Friday,high
8,182,26.4,storm,2026-06-12,23:30:00,Friday,medium
8,203,58.4,clear,2026-06-12,23:15:00,Friday,medium
9,340,38.6,storm,2026-06-12,21:30:00,Friday,medium
9,124,84.7,storm,2026-06-12,05:30:00,Friday,low
9,249,12.1,storm,2026-06-12,15:45:00,Friday,high
10,333,19.8,clear,2026-06-12,09:45:00,Friday,high
10,125,77.3,storm,2026-06-12,04:00:00,Friday,low
10,100,112.4,storm,2026-06-12,05:30:00,Friday,low
1,180,36.9,clear,2026-06-13,22:30:00,Saturday,medium
1,320,19.6,fog,2026-06-13,14:00:00,Saturday,high
1,73,38.5,clear,2026-06-13,07:45:00,Saturday,medium
2,153,11.7,storm,2026-06-13,22:30:00,Saturday,high
2,274,29.7,storm,2026-06-13,12:45:00,Saturday,medium
2,104,25.6,clear,2026-06-13,00:30:00,Saturday,medium
3,283,12.8,storm,2026-06-13,14:15:00,Saturday,high
3,416,20.8,storm,2026-06-13,18:15:00,Saturday,high
3,275,35.4,clear,2026-06-13,05:00:00,Saturday,medium
4,111,46.6,clear,2026-06-13,03:45:00,Saturday,low
4,183,38.9,fog,2026-06-13,04:15:00,Saturday,medium
4,273,37.5,clear,2026-06-13,14:15:00,Saturday,medium
5,278,18.1,rain,2026-06-13,01:30:00,Saturday,high
5,187,47.5,fog,2026-06-13,02:30:00,Saturday,low
5,169,26.2,rain,2026-06-13,02:15:00,Saturday,medium
6,197,23.7,clear,2026-06-13,11:15:00,Saturday,high
6,10,32.3,fog,2026-06-13,09:15:00,Saturday,medium
6,192,22.0,clear,2026-06-13,20:00:00,Saturday,high
7,205,23.4,clear,2026-06-13,20:15:00,Saturday,high
7,132,37.6,clear,2026-06-13,03:45:00,Saturday,medium
7,261,21.3,fog,2026-06-13,16:30:00,Saturday,high
8,287,38.2,storm,2026-06-13,01:30:00,Saturday,medium
8,97,36.5,fog,2026-06-13,03:15:00,Saturday,medium
8,217,30.4,storm,2026-06-13,06:15:00,Saturday,medium
9,344,19.6,storm,2026-06-13,17:45:00,Saturday,high
9,166,32.9,clear,2026-06-13,21:15:00,Saturday,medium
9,199,48.2,clear,2026-06-13,02:00:00,Saturday,low
10,125,47.2,clear,2026-06-13,02:15:00,Saturday,low
10,350,32.2,clear,2026-06-13,12:45:00,Saturday,high
10,320,19.6,storm,2026-06-13,17:00:00,Saturday,high
1,297,22.0,storm,2026-06-14,23:00:00,Sunday,high
1,249,23.2,clear,2026-06-14,16:00:00,Sunday,high
1,137,39.4,rain,2026-06-14,02:30:00,Sunday,medium
2,148,38.6,clear,2026-06-14,00:45:00,Sunday,medium
2,429,29.8,storm,2026-06-14,12:30:00,Sunday,high
2,107,35.0,clear,2026-06-14,23:30:00,Sunday,medium
3,126,34.7,clear,2026-06-14,03:00:00,Sunday,medium
3,265,45.5,clear,2026-06-14,17:00:00,Sunday,medium
3,106,49.0,clear,2026-06-14,23:30:00,Sunday,low
4,277,42.5,clear,2026-06-14,16:15:00,Sunday,medium
4,224,59.5,clear,2026-06-14,08:15:00,Sunday,medium
4,185,26.4,storm,2026-06-14,01:45:00,Sunday,medium
5,205,55.0,clear,2026-06-14,02:30:00,Sunday,medium
5,159,32.3,clear,2026-06-14,10:30:00,Sunday,medium
5,152,52.0,clear,2026-06-14,09:00:00,Sunday,low
6,205,17.7,storm,2026-06-14,19:30:00,Sunday,high
6,373,27.0,rain,2026-06-14,11:30:00,Sunday,high
